source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.4324/9780203052228-7,Informal Reasoning and International Relations,2012,Informal Reasoning and Education,10.4324/9780203052228-7,0,robot manipulation physical reasoning support relations,broad robotics neighbor
Crossref,https://doi.org/10.21236/ada578263,"Reasoning, Learning, and Classifying with Uncertain Causal Models",2012,,10.21236/ada578263,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1145/3248070,Session details: Robot manipulation and programming,2012,Proceedings of the seventh annual ACM/IEEE international conference on Human-Robot Interaction,10.1145/3248070,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1299/jsmermd.2011._2p2-j10_1,"2P2-J10 Acquisition of tool manipulation skill for a Humanoid Robot Based on constraints among hand, tool and target(Humanoid)",2011,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2011._2p2-j10_1,0,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1111/j.1467-842x.2011.00625.x,A BAYESIAN SIMULATION APPROACH TO INFERENCE ON A MULTI-STATE LATENT FACTOR INTENSITY MODEL,2011,Australian &amp; New Zealand Journal of Statistics,10.1111/j.1467-842x.2011.00625.x,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.5220/0003537500590066,CAUSAL REASONING IMPROVED BY FUZZY LOGIC FOR DIAGNOSIS OF BOND GRAPH MODELLED UNCERTAIN PARAMETERS SYSTEMS,2011,"Proceedings of the 8th International Conference on Informatics in Control, Automation and Robotics",10.5220/0003537500590066,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.2991/978-94-91216-11-4_8,Causal Reasoning,2011,"Atlantis Thinking Machines Real-World Reasoning: Toward Scalable, Uncertain Spatiotemporal, Contextual and Causal Inference",10.2991/978-94-91216-11-4_8,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.4028/www.scientific.net/amr.267.904,Object Manipulation Control Strategy Analysis Center of Humanoid Robot,2011,Advanced Materials Research,10.4028/www.scientific.net/amr.267.904,0,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1299/jsmermd.2010._1a2-b13_1,1A2-B13 Dexterous Manipulation of Dual Arm Robot for Assembly Work based on Vision : Nut and Bolt Manipulation,2010,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2010._1a2-b13_1,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.5772/9341,3D Imaging System for Tele-Manipulation,2010,Robot Manipulators New Achievements,10.5772/9341,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1007/978-1-84996-220-9_8,Autonomous Manipulation of Movable Obstacles,2010,Motion Planning for Humanoid Robots,10.1007/978-1-84996-220-9_8,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1016/b978-0-12-374854-6.00011-9,Hidden Data Models,2010,Bayesian Inference,10.1016/b978-0-12-374854-6.00011-9,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1037/e632022010-001,Inference Challenges in Latent Class Analysis,2010,PsycEXTRA Dataset,10.1037/e632022010-001,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1016/b978-0-12-374854-6.00013-2,Latent Multinomial Models,2010,Bayesian Inference,10.1016/b978-0-12-374854-6.00013-2,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.5772/9339,MFR (Multi-purpose Field Robot) Based on Human-Robot Cooperative Manipulation for Handling Building Materials,2010,Robot Manipulators New Achievements,10.5772/9339,0,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.1007/978-1-4302-2755-7_3,Making a Fixture and Drilling Solid Rods for a Coupler,2010,Intermediate Robot Building,10.1007/978-1-4302-2755-7_3,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1108/14451541080001492,Using CBR to develop a VR based integrated system for machining fixture design,2010,Assembly Automation,10.1108/14451541080001492,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1037/e520562012-596,Causal reasoning in pedagogical settings,2009,PsycEXTRA Dataset,10.1037/e520562012-596,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1109/iros.2009.5353971,Contact planning for acyclic motion with task constraints and experiment on HRP-2 humanoid,2009,2009 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2009.5353971,0,task motion planning manipulation constraints,constraint;contact
Crossref,https://doi.org/10.3410/f.1141907.599015,Faculty Opinions recommendation of Do new caledonian crows solve physical problems through causal reasoning?,2009,Faculty Opinions – Post-Publication Peer Review of the Biomedical Literature,10.3410/f.1141907.599015,0,causal physical reasoning robotics manipulation,physical;causal
Crossref,https://doi.org/10.1016/j.neures.2009.09.978,Learning affordance relations in a mobile robot with limited manipulation capabilities,2009,Neuroscience Research,10.1016/j.neures.2009.09.978,0,robot manipulation physical reasoning support relations,manipulation
Crossref,https://doi.org/10.3724/sp.j.1087.2009.01000,Motion planning framework for virtual human arm manipulation,2009,Journal of Computer Applications,10.3724/sp.j.1087.2009.01000,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.3901/jme.2009.10.235,Posture Following Fixture Method in Large Components Flexible Assembly,2009,Journal of Mechanical Engineering,10.3901/jme.2009.10.235,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1108/aa.2009.03329aae.001,Robot Grippers,2009,Assembly Automation,10.1108/aa.2009.03329aae.001,0,robot assembly fixture support manipulation,broad robotics neighbor
Crossref,https://doi.org/10.4271/2007-01-3869,"Assembly Fixture for 787 Section 11, Heavy Composite Assembly",2007,SAE Technical Paper Series,10.4271/2007-01-3869,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1007/978-3-540-74024-7_24,Sensor Modeling Using Visual Object Relation in Multi Robot Object Tracking,2007,Lecture Notes in Computer Science RoboCup 2006: Robot Soccer World Cup X,10.1007/978-3-540-74024-7_24,0,object relation reasoning robot manipulation,broad robotics neighbor
arXiv,http://arxiv.org/abs/0706.1061v1,"Design, Implementation, and Cooperative Coevolution of an Autonomous/ Teleoperated Control System for a Serpentine Robotic Manipulator",2007,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
Crossref,https://doi.org/10.1108/aa.2006.03326aaf.004,SCARA robot improves electronics assembly,2006,Assembly Automation,10.1108/aa.2006.03326aaf.004,0,robot assembly fixture support manipulation,assembly
Crossref,https://doi.org/10.5136/lifesupport.17.supplement_44,Development of biological micro manipulation robot system for micro surgery,2005,Journal of Life Support Engineering,10.5136/lifesupport.17.supplement_44,0,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.1093/spp/32.6.493,Hidden constraints on university research,2005,Science and Public Policy,10.1093/spp/32.6.493,0,hidden constraints robot manipulation,constraint;hidden
Crossref,https://doi.org/10.1007/0-387-28982-8_10,"Maximum Likelihood Inference, Part I: Optimization Through Exact Smoothing",2005,Springer Series in Statistics Inference in Hidden Markov Models,10.1007/0-387-28982-8_10,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.1037/e604012013-010,Associative Analysis of Causal Reasoning,2004,PsycEXTRA Dataset,10.1037/e604012013-010,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1016/s0278-6125(04)80083-9,Impact of fixture design on sheet metal assembly variation,2004,Journal of Manufacturing Systems,10.1016/s0278-6125(04)80083-9,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1108/ir.2002.04929ead.010,3D Manipulation with Force Feedback,2002,Industrial Robot: An International Journal,10.1108/ir.2002.04929ead.010,0,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.1037/e604042013-081,Causal Reasoning and Conditioning,2002,PsycEXTRA Dataset,10.1037/e604042013-081,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1108/ir.2002.04929aae.002,Mechanics of Robot Manipulation,2002,Industrial Robot: An International Journal,10.1108/ir.2002.04929aae.002,0,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.20965/jrm.2001.p0294,A Fixture-Free Piston-Stuffing Machine for Flexible Assembly Lines,2001,Journal of Robotics and Mechatronics,10.20965/jrm.2001.p0294,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1007/3-540-44690-7_7,Object Identification and Pose Estimation for Automatic Manipulation,2001,Lecture Notes in Computer Science Robot Vision,10.1007/3-540-44690-7_7,0,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1108/aa.2000.03320aad.012,Fixture tag adapter,2000,Assembly Automation,10.1108/aa.2000.03320aad.012,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1007/978-1-4471-0749-1_10,Manipulation of Sheet Metal by Dual Manipulators,2000,Advanced Manufacturing Robot Manipulation of Deformable Objects,10.1007/978-1-4471-0749-1_10,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.2172/1032096,Analysis of a Lifting Fixture to Hold a Steel Mandrel Horizontally from one End Support,1999,,10.2172/1032096,0,robot assembly fixture support manipulation,fixture;support
Crossref,https://doi.org/10.1201/9781482273779-12,Constraint-Based Fixture Assembly Modeling and Design,1999,Computer-Aided Fixture Design,10.1201/9781482273779-12,0,robot assembly fixture support manipulation,fixture;constraint;assembly
Crossref,https://doi.org/10.1115/imece1998-1042,Distributed Sensor Optimization for Fault Diagnosis in Multi-Fixture Assembly Systems,1998,Manufacturing Science and Engineering,10.1115/imece1998-1042,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1108/aa.1998.03318aaf.004,Fixture for car parts,1998,Assembly Automation,10.1108/aa.1998.03318aaf.004,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1201/9781439864524-40,Algorithms for Fixture Design,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-40,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1201/9781439864524-8,Const rained Motion Planning: Applications in Mobile Robotics and in Maintenance Operations Nonlinear control system,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-8,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1201/9781439864524-7,Constrained Motion Planning: Applications in Mobile Robotics and in Maintenance Operations,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-7,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.7551/mitpress/5040.003.0020,Nonmonotonic Inference Relations,1997,Nonmonotonic Reasoning,10.7551/mitpress/5040.003.0020,0,robot manipulation physical reasoning support relations,broad robotics neighbor
Crossref,https://doi.org/10.1201/9781439864524-44,On Mo tion Planning of Polyhedra in Contact,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-44,0,task motion planning manipulation constraints,contact
Crossref,https://doi.org/10.1201/9781439864524-6,Robot Motion Planning: A Game-Theoretic Foundation,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-6,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1201/9781439864524-26,Robust Geometric Algorithms for Sensor Planning,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-26,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1007/bfb0013960,Causal relevance,1996,Lecture Notes in Computer Science Reasoning with Uncertainty in Robotics,10.1007/bfb0013960,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1115/imece1996-0829,Diagnosis of Multiple Fixture Faults in Panel Assembly,1996,Manufacturing Science and Engineering,10.1115/imece1996-0829,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1115/imece1996-0818,Fault Diagnosability Enhancement Through Sensor Optimization in Multi-Fixture Assembly Systems,1996,Manufacturing Science and Engineering,10.1115/imece1996-0818,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1115/imece1995-0639,Establishment of Modular Fixture Element Assembly Relationship for Automated Fixture Design,1995,Manufacturing Science and Engineering: Volume 1 — Material Removal and Surface Modification Issues in Machining Processes; Mechatronics for Manufacturing; Computer-Aided Tooling,10.1115/imece1995-0639,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1007/bf01257770,Localization of hybrid controllers for manipulation on unknown constraints,1993,Journal of Intelligent &amp; Robotic Systems,10.1007/bf01257770,0,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1115/detc1992-0441,Automated Welding Process Fixture Planning Using Features,1992,4th Conference on Flexible Assembly Systems,10.1115/detc1992-0441,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1109/icar.1991.240668,Dextrous manipulation using qualitative reasoning. I. Determination of a desired object displacement,1991,Fifth International Conference on Advanced Robotics 'Robots in Unstructured Environments,10.1109/icar.1991.240668,0,causal physical reasoning robotics manipulation,manipulation
Crossref,https://doi.org/10.1109/icar.1991.240669,Dextrous manipulation using qualitative reasoning. II. Modelling and synthesis of finger manipulative synergies,1991,Fifth International Conference on Advanced Robotics 'Robots in Unstructured Environments,10.1109/icar.1991.240669,0,causal physical reasoning robotics manipulation,manipulation
Crossref,https://doi.org/10.1007/978-1-4615-4022-9_9,Kinematic Constraints,1991,Robot Motion Planning,10.1007/978-1-4615-4022-9_9,0,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.1007/978-94-009-0575-7_11,Latent variables in experimental psychology,1991,Statistical Inference,10.1007/978-94-009-0575-7_11,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1016/b978-1-4832-1447-4.50064-x,Introduction to Causal Explanations of Behavior,1990,Readings in Qualitative Reasoning About Physical Systems,10.1016/b978-1-4832-1447-4.50064-x,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1016/b978-1-4832-1447-4.50001-8,Readings in QUALITATIVE REASONING ABOUT PHYSICAL SYSTEMS,1990,Readings in Qualitative Reasoning About Physical Systems,10.1016/b978-1-4832-1447-4.50001-8,0,contact rich manipulation physical reasoning,physical
Crossref,https://doi.org/10.1016/b978-1-4832-1447-4.50068-7,Theories of Causal Ordering,1990,Readings in Qualitative Reasoning About Physical Systems,10.1016/b978-1-4832-1447-4.50068-7,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1016/b978-1-4832-1447-4.50069-9,Theories of Causal Ordering: Reply to de Kleer and Brown,1990,Readings in Qualitative Reasoning About Physical Systems,10.1016/b978-1-4832-1447-4.50069-9,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1016/b978-0-08-035742-3.50061-7,A KNOWLEDGE-BASED METHOD TO DETERMINE THE ORIENTATION OF THE KEYSURFACE OF AN OBJECT IN ROBOT MANIPULATION,1989,Robot Control 1988 (Syroco '88),10.1016/b978-0-08-035742-3.50061-7,0,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1016/b978-0-08-037199-3.50054-3,DYNAMIC CONTROL OF MULTI-STRUCTURE ROBOT SYSTEMS AT THE MANIPULATION OBJECT LEVEL,1989,Current Advances in Mechanical Design &amp; Production IV,10.1016/b978-0-08-037199-3.50054-3,0,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.21236/ada250604,Familiar Problems in Probabilistic Causal Reasoning,1989,,10.21236/ada250604,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1007/978-1-4684-6237-1_11,Towards a science of physical manipulation,1989,Intelligent robotics,10.1007/978-1-4684-6237-1_11,0,causal physical reasoning robotics manipulation,manipulation;physical
Crossref,https://doi.org/10.2514/6.1988-2455,Design and development of the truss assembly fixture for Space Station assembly operations,1988,"29th Structures, Structural Dynamics and Materials Conference",10.2514/6.1988-2455,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1109/robot.1985.1087260,"Representation, manipulation, and reasoning about physical objects",1985,Proceedings. 1985 IEEE International Conference on Robotics and Automation,10.1109/robot.1985.1087260,0,causal physical reasoning robotics manipulation,manipulation;physical
Crossref,https://doi.org/10.7312/foge92270-007,5. The Legal Constraints on Reform,1984,Pensions. the Hidden Costs of Public Safety,10.7312/foge92270-007,0,hidden constraints robot manipulation,constraint
Crossref,https://doi.org/10.2172/7153039,Brazing fixture materials for fabrication of AM-350 fuel rod support grids (LWBR development program),1976,,10.2172/7153039,0,robot assembly fixture support manipulation,fixture;support
Crossref,https://doi.org/10.1108/eb031242,A Master Assembly‐Fixture Tooling Dock,1945,Aircraft Engineering and Aerospace Technology,10.1108/eb031242,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.70675/6950032fzf0e7z44d5z8679z39c988e1327b,3D visualization and interactive image manipulation for surgical planning in robot-assisted surgery,,,10.70675/6950032fzf0e7z44d5z8679z39c988e1327b,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1109/tmech.2025.3649691/mm1,A Rigid–Flexible Multimodal Robot for Versatile Manipulation in Pipe Environments_supp1-3649691.mp4,,,10.1109/tmech.2025.3649691/mm1,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1109/lra.2026.3656785/mm1,A Taxonomy for Evaluating Generalist Robot Manipulation Policies_supp1-3656785.mp4,,,10.1109/lra.2026.3656785/mm1,0,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.31274/rtd-180813-16661,A software system for causal reasoning in causal Bayesian networks,,,10.31274/rtd-180813-16661,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1109/robot.1994.351411,A strategy for fine motion manipulation of robots using kinematic constraints,,Proceedings of the 1994 IEEE International Conference on Robotics and Automation,10.1109/robot.1994.351411,0,task motion planning manipulation constraints,constraint;manipulation
Crossref,https://doi.org/10.2139/ssrn.6098520,ADAPT: A Modular Architecture for LLMDriven Robotic Task and Motion Planning with Memory-Guided Execution,,,10.2139/ssrn.6098520,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.20944/preprints202512.1365.v1,Active Metric Control via Informational State Manipulation: Specification of a Causal-Symmetric Warp Drive,,,10.20944/preprints202512.1365.v1,0,causal physical reasoning robotics manipulation,manipulation;causal
Crossref,https://doi.org/10.1109/lra.2024.3497713/mm1,Adaptive contact-rich manipulation through few-shot imitation learning with Force-Torque feedback and pre-trained object representations_supp1-3497713.mp4,,,10.1109/lra.2024.3497713/mm1,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1007/0-387-28982-8_4,Advanced Topics in Smoothing,,Springer Series in Statistics Inference in Hidden Markov Models,10.1007/0-387-28982-8_4,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.70675/1bf1d2a1z83e3z40fbz9a62z51cd6594780e,An ontology-based approach towards coupling task and path planning for the simulation of manipulation tasks,,,10.70675/1bf1d2a1z83e3z40fbz9a62z51cd6594780e,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/lra.2025.3631357/mm1,Anticipatory Task and Motion Planning: Improved Rearrangement in Persistent Continuous-Space Environments_supp1-3631357.mp4,,,10.1109/lra.2025.3631357/mm1,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1115/1.0004028v,Application of Alternative Support Fixture System in Vibration Suppression of Thin-Walled Parts,,,10.1115/1.0004028v,0,robot assembly fixture support manipulation,fixture;support
Crossref,https://doi.org/10.70675/961eb7b0z5685z42fbza3b7z229fc23a6dd2,Approaches for using prior information to enhance the inference of latent variables from omics data,,,10.70675/961eb7b0z5685z42fbza3b7z229fc23a6dd2,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.2139/ssrn.5107178,Augmented Reality Robot Manipulation with Physical Mock-Up and Improved Spatial Cognition,,,10.2139/ssrn.5107178,0,robot manipulation physical reasoning support relations,manipulation;physical
Crossref,https://doi.org/10.1109/lra.2023.3295991/mm2,Bi-Touch: Bimanual Tactile Manipulation with Sim-to-Real Deep Reinforcement Learning_supp1-3295991.mp4,,,10.1109/lra.2023.3295991/mm2,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1109/lra.2023.3295991/mm1,Bi-Touch: Bimanual Tactile Manipulation with Sim-to-Real Deep Reinforcement Learning_supp2-3295991.mp4,,,10.1109/lra.2023.3295991/mm1,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.2139/ssrn.6438449,Binary and Tri-state Finger Actions for Robot Learning Robust In-hand Manipulation Skills,,,10.2139/ssrn.6438449,0,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/lra.2025.3555381/mm1,CPG-Based Manipulation With Multi-Module Origami Robot Surface_supp1-3555381.mp4,,,10.1109/lra.2025.3555381/mm1,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.31274/rtd-180813-10302,Camera space manipulation of a mobile robot,,,10.31274/rtd-180813-10302,0,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.24124/2010/bpgub639,Can the magnitude of the belief-bias in causal reasoning be attenuated through the manipulation of content?,,,10.24124/2010/bpgub639,0,causal physical reasoning robotics manipulation,manipulation;causal
Crossref,https://doi.org/10.36934/tr2024_235,Causal Inference With Contagion and Latent Homophily Under Full Interference,,,10.36934/tr2024_235,0,robot manipulation latent state inference,causal
Crossref,https://doi.org/10.31219/osf.io/g6skh,Causal Inference with Latent Outcomes,,,10.31219/osf.io/g6skh,0,robot manipulation latent state inference,causal
Crossref,https://doi.org/10.1021/acs.chemmater.5c01737.s001,Causal Reasoning for Controlling Polarization Switching in Hybrid Improper Ferroelectrics,,,10.1021/acs.chemmater.5c01737.s001,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.2139/ssrn.6446240,CausalAttack: Real-time Light-based Physical Adversarial Attack via Interpretable Causal Reasoning for DNNs,,,10.2139/ssrn.6446240,0,causal physical reasoning robotics manipulation,physical;causal
Crossref,https://doi.org/10.21203/rs.3.rs-7347334/v1,Co-Training Multimodal World Models and Diffusion-Guided Policies for Zero-Shot Contact- Rich Manipulation,,,10.21203/rs.3.rs-7347334/v1,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.70675/da4b9bd5z4486z4e83z8323z02ab9dd64883,Co-manipulation sûre d’un robot de protonthérapie,,,10.70675/da4b9bd5z4486z4e83z8323z02ab9dd64883,0,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.31234/osf.io/tfqv4,Cognitive Models Improve Machine-based Inference of Latent Motives,,,10.31234/osf.io/tfqv4,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.70675/ad6a6696z8515z44f4z8b6dz4ad5454f8c93,Coherent manipulation of Andreev Bound States in an atomic contact,,,10.70675/ad6a6696z8515z44f4z8b6dz4ad5454f8c93,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/roman.2001.981874,Collision free manipulation for teleoperated assembly tasks,,Proceedings 10th IEEE International Workshop on Robot and Human Interactive Communication. ROMAN 2001 (Cat. No.01TH8591),10.1109/roman.2001.981874,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1109/lra.2025.3592060/mm1,Collision-inclusive Manipulation Planning for Occluded Object Grasping via Compliant Robot Motions_supp1-3592060.mp4,,,10.1109/lra.2025.3592060/mm1,0,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.5821/dissertation-2117-176432,Combining task and motion planning for mobile manipulators,,,10.5821/dissertation-2117-176432,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.31274/etd-180810-4561,Computer model optimization within hidden constraints,,,10.31274/etd-180810-4561,0,hidden constraints robot manipulation,constraint;hidden
Crossref,https://doi.org/10.1109/lra.2024.3415928/mm1,Concept and Prototype Development of Adaptive Touch Walking Support Robot for Maximizing Human Physical Potential_supp1-3415928.mp4,,,10.1109/lra.2024.3415928/mm1,0,robot manipulation physical reasoning support relations,support;physical
Crossref,https://doi.org/10.1109/lra.2024.3474517/mm1,Constraining Gaussian Process Implicit Surfaces for Robot Manipulation via Dataset Refinement_supp1-3474517.mp4,,,10.1109/lra.2024.3474517/mm1,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1109/lra.2023.3346748/mm1,Contact-rich SE(3)-Equivariant Robot Manipulation Task Learning via Geometric Impedance Control_supp1-3346748.mp4,,,10.1109/lra.2023.3346748/mm1,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.32657/10220/48014,"Contributions to robotic manipulation under uncertainty : calibration, estimation, motion planning",,,10.32657/10220/48014,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.31979/etd.w6cc-46xt,Controllable Physics-Informed Latent Space for Acoustic Wave Manipulation,,,10.31979/etd.w6cc-46xt,0,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/amc.2006.1631667,Coordinated task manipulation by nonholonomic mobile robots,,"9th IEEE International Workshop on Advanced Motion Control, 2006.",10.1109/amc.2006.1631667,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/isatp.1995.518807,Current status and future research in motion planning,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518807,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1109/tmech.2025.3532653/mm1,DIH-Tele: Dexterous In-Hand Teleoperation Framework for Learning Multiobjects Manipulation With Tactile Sensing_supp1-3532653.mp4,,,10.1109/tmech.2025.3532653/mm1,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.36227/techrxiv.24171534,Decision Making For Multi-Robot Fixture Planning Using Multi Agent Reinforcement Learning,,,10.36227/techrxiv.24171534,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.36227/techrxiv.24171534.v1,Decision Making For Multi-Robot Fixture Planning Using Multi Agent Reinforcement Learning,,,10.36227/techrxiv.24171534.v1,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1109/tai.2024.3515939/mm1,Deep Reinforcement Learning Data Collection for Bayesian Inference of Hidden Markov Models_supp1-3515939.pdf,,,10.1109/tai.2024.3515939/mm1,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/tro.2023.3306618/mm1,Deformable Object Manipulation With Constraints Using Path Set Planning and Tracking_supp1-3306618.mp4,,,10.1109/tro.2023.3306618/mm1,0,task motion planning manipulation constraints,constraint;manipulation
Crossref,https://doi.org/10.1109/tvcg.2025.3616842/mm1,Detecting Visual Information Manipulation Attacks in Augmented Reality: A Multimodal Semantic Reasoning Approach_supp1-3616842.mp4,,,10.1109/tvcg.2025.3616842/mm1,0,contact rich manipulation physical reasoning,manipulation
Crossref,https://doi.org/10.1109/isatp.1995.518794,Developing compatible grasp and fixture plans,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518794,0,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.70675/f9f6ef24zf4fdz44ffz94eez3ae14aa68964,Developmental psychology inspired models for physical and social reasoning in human-robot joint action,,,10.70675/f9f6ef24zf4fdz44ffz94eez3ae14aa68964,0,robot manipulation physical reasoning support relations,physical
Crossref,https://doi.org/10.70675/f24c7e09z3756z4f33z90c6z74d9e7cefce0,Developmental reasoning and planning with robot through enactive interaction with human,,,10.70675/f24c7e09z3756z4f33z90c6z74d9e7cefce0,0,robot manipulation physical reasoning support relations,broad robotics neighbor
